x,y,z
-21.20571,-4.0406456,-0.75880545
-22.041899,-5.403333,-4.462433
-5.170823,-4.8763857,8.168681
-2.0261624,6.178239,7.6671143
9.038747,-2.113273,8.936224
10.061562,1.8387635,8.687646
8.480505,-4.3382173,8.24007
6.3940787,-9.124558,1.0080777
9.862247,1.1675864,8.844283
13.846861,7.078284,-3.194436
14.250026,6.2579885,-4.6675515
4.789815,-7.5007634,-5.462601
2.5492864,0.60840046,-9.953506
3.782205,-4.385847,-8.480591
3.4183462,-3.177293,-9.098044
2.7953455,-0.5133595,-9.851611
2.884227,-0.90908796,-9.785081
-1.7910519,6.941479,7.067448
-9.263342,-5.6947336,-7.5942965
-21.516565,-4.5428796,-2.0420372
-9.525343,-4.508027,-8.188474
-5.516662,-6.0212674,7.3870807
4.2693996,-6.0934463,-7.079294
7.254398,-8.102679,4.6066504
10.056994,1.93684,8.631093
3.3292823,-2.8074694,-9.244555
-1.1794288,8.735774,4.9463496
-4.7198777,-3.3202484,8.952065
-3.3896985,1.4698725,9.644372
0.46906954,9.622907,-3.8778088
6.4299674,-9.109956,1.1647506
1.8945905,3.7151716,-9.489178
-2.439082,4.787587,8.50414
-1.4537698,7.9670568,5.9802265
-10.907257,3.3093665,-7.4556375
-21.820185,-5.044462,-3.43572
-22.047867,-5.4122815,-4.4866266
-22.127647,-5.7665358,-5.2152
0.061982464,10.304569,-1.267305
1.4095504,6.0088806,-8.318103
7.135704,-8.402197,4.183808
2.6862798,-0.02118707,-9.917501
5.0969443,-8.125698,-4.361539
4.381118,-6.412909,-6.748116
13.4021225,7.6231523,-1.3437331
12.64387,7.544181,1.9340897
8.264112,-5.1403008,7.781818
0.6174482,9.206384,-4.771176
-7.5510454,-9.790931,-0.6247579
-0.90298146,9.417113,3.7859623
11.117647,4.936198,6.769451
15.20881,3.6535218,-6.9811916
10.49361,3.3753648,7.9804783
-7.810276,-9.669022,-1.882917
-22.235031,-5.7177815,-5.4449058
-22.449133,-6.072728,-6.136527
