x,y
58.230606,14.314166
54.06144,6.6967974
46.3369,-9.416477
48.39104,-5.9560394
37.295868,-15.805017
43.405575,-12.607128
25.450186,-5.9976053
21.98711,12.630539
2.313836,11.689552
2.8932176,14.573588
22.373198,11.735541
24.697224,0.6198088
24.095032,4.9935856
23.359356,8.698152
9.393749,20.36348
6.120244,18.636202
2.5779994,12.778651
47.900204,-6.9296994
60.61878,17.2258
60.923855,17.476208
60.734344,17.316216
24.846031,-0.8021039
19.017105,17.381807
-20.61151,10.175022
-22.312054,14.452267
-23.491543,14.737668
-27.068758,19.963255
-42.326313,6.0524216
-42.044807,9.790282
-60.11327,-11.449571
-19.49765,3.590581
24.997719,-2.5930052
59.43302,15.823964
56.9107,12.374151
59.89525,16.824486
50.7591,-1.3473049
43.99095,-12.032082
28.732096,-13.3281975
25.21817,-4.6219563
45.321693,-10.695835
45.936264,-9.948612
37.93299,-15.718871
23.732878,6.9958897
10.215782,20.5561
3.6298125,15.261132
22.300661,11.794335
27.912302,-12.109631
24.61144,1.4044212
25.59191,-7.210487
30.98423,-15.139161
18.260366,17.89008
23.1366,9.574801
25.321684,-5.270065
59.447464,16.097925
61.925156,18.14183
57.8513,13.714907
55.36726,9.733996
-9.546667,-25.929218
-8.899912,-26.22393
-19.869741,6.3362613
-19.360725,1.468794
-43.525276,5.100274
-59.428608,-11.664245
-57.48301,-12.33316
-60.271385,-11.395343
-48.49288,-8.183453
24.201456,5.681393
49.393215,-3.847918
57.433617,13.450492
51.040855,-0.73286426
47.75245,-7.1958513
25.469198,-6.2362633
12.107137,20.579231
25.981628,-7.8058853
39.02645,-15.264076
47.608864,-7.447231
39.11663,-15.229401
29.583557,-14.142628
21.554087,13.472059
12.647611,20.52342
24.404053,2.7014048
25.983818,-7.297966
30.647387,-14.913826
38.744225,-15.369467
40.0724,-14.858939
42.278625,-13.484058
1.6972681,1.7664953
28.13403,-12.336868
50.65468,-1.5690296
60.005028,16.26313
59.189888,15.387011
29.113194,-13.704888
46.464916,-9.239013
