,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
10,-0.5883574,-0.0019867579,2.294773e-05,-9.187863e-29,3.2876343e-29,-1.2941083e-22,0.10609558,-0.110868245,9.917929e-19,-0.00010656039,0.006302148,-0.4210056,-0.021989362,-2.0723041e-31,6.975227e-10,-0.66172314,-0.0026894633,-1.3485834e-29,3.1615326e-22,-2.7244614e-29,1.22426e-18,0.00031585034,-1.4370985e-07,8.750434e-30,0.17993298,7.3904303e-06,-0.004527333,0.022655234,-0.48623413,1.1628507e-28,3.5674903e-26,-0.45302334
11,0.3560403,0.00054453855,-3.858061e-06,1.04148754e-29,3.179671e-29,-2.2765327e-22,-0.0522278,0.052672815,4.56076e-19,2.9057333e-05,-0.0021723863,0.24428748,0.008147835,-1.6038205e-31,1.20740085e-11,0.4028664,0.00065514864,-8.748977e-30,2.5005278e-22,-1.7951655e-29,9.754899e-19,-8.200907e-05,1.8590978e-08,2.1364702e-29,-0.091302104,-9.706505e-07,0.0014567333,-0.008660908,0.288179,-1.0785603e-28,-1.3739276e-26,0.26285365
12,-0.8020422,-0.0025599073,2.9089491e-05,-2.2012472e-28,4.669241e-29,1.6346277e-23,0.14308639,-0.14914961,1.0830183e-18,-0.00013732609,0.008237818,-0.57378733,-0.028938353,-2.3641944e-31,8.8496577e-10,-0.90129614,-0.003449544,-1.5178734e-29,3.272398e-22,-3.0195918e-29,1.0175421e-18,0.00040558935,-1.8281588e-07,2.9036738e-30,0.24342263,9.3261015e-06,-0.005890698,0.02987384,-0.6629567,1.2863029e-28,4.7416882e-26,-0.61700046
13,-1.1227205,-0.0034308445,3.8543105e-05,-3.1120088e-28,5.574543e-29,4.3136107e-23,0.19675535,-0.2045988,1.3104891e-18,-0.00018465033,0.011134278,-0.799475,-0.0392036,-2.487322e-31,1.1397666e-09,-1.262927,-0.004601466,-1.7419874e-29,3.5525984e-22,-3.4276494e-29,1.1404165e-18,0.0005434807,-2.4136858e-07,1.632504e-31,0.33534682,1.2294838e-05,-0.007939765,0.040536974,-0.9257578,2.0264505e-28,5.5445785e-26,-0.8599155
14,-1.8677434,-0.0054319114,5.993538e-05,-5.4631275e-28,8.3462413e-29,2.8269539e-22,0.32298914,-0.33508623,1.7261768e-18,-0.00029225563,0.017844468,-1.3268865,-0.0631365,-2.8645932e-31,1.7326505e-09,-2.1012168,-0.0072492054,-2.247323e-29,4.036916e-22,-4.2939752e-29,1.0144212e-18,0.0008580154,-3.738563e-07,-1.2854845e-29,0.5517529,1.900321e-05,-0.012675528,0.065403156,-1.5383972,3.3011084e-28,8.5893117e-26,-1.4269469
15,-0.6565766,-0.0021871652,2.5449483e-05,-2.5766013e-28,4.6341115e-29,-8.030233e-23,0.11863895,-0.1239178,1.022683e-18,-0.00011833261,0.0069679352,-0.47116518,-0.024358708,-2.9775378e-31,8.028744e-10,-0.7375848,-0.002958505,-1.4586351e-29,3.3148864e-22,-2.9397322e-29,1.0327282e-18,0.0003485756,-1.6278135e-07,6.5431175e-30,0.2015301,8.21424e-06,-0.004998571,0.02510653,-0.5435412,7.0361455e-29,3.563325e-26,-0.5066791
16,0.19431204,0.000113625836,9.6862e-07,-2.1041355e-28,7.157758e-30,-2.5718582e-22,-0.025090132,0.024563778,4.8229676e-19,5.230646e-06,-0.0007303057,0.12944609,0.0030282326,-3.3031187e-31,1.4612758e-10,0.22075978,7.933425e-05,-8.786309e-30,2.7199785e-22,-1.8926943e-29,9.280338e-19,-1.341178e-05,-1.3138083e-08,2.0271002e-29,-0.04437145,5.4945144e-07,0.0004372343,-0.0033600582,0.15498924,-1.265523e-28,2.7242325e-26,0.139278
17,0.6829722,0.0014132557,-1.3094355e-05,6.589692e-29,5.3209502e-30,-3.85531e-22,-0.10690378,0.10909136,1.6823453e-19,7.531555e-05,-0.0050731073,0.47446918,0.018499728,-2.0238507e-31,-2.4914826e-10,0.7711103,0.0018007085,-5.5991824e-30,2.1093648e-22,-3.4845008e-30,7.6246676e-19,-0.00021813624,7.470665e-08,1.306337e-29,-0.1849142,-3.874502e-06,0.0035050216,-0.019436121,0.5562531,-2.435303e-28,1.0019988e-26,0.51044023
18,-0.39530814,-0.0013765984,1.5079052e-05,-4.3849597e-29,-6.841294e-29,-4.2417928e-23,0.07333146,-0.07707201,5.0584255e-19,-6.992297e-05,0.004382043,-0.2858566,-0.015402216,-1.7270579e-31,3.8770187e-10,-0.44374308,-0.0018885566,-7.388943e-30,2.16299e-22,-3.111552e-30,7.5157227e-19,0.00021331408,-8.7103764e-08,-1.2707144e-29,0.124672495,4.7736585e-06,-0.0031505614,0.015797041,-0.32851905,5.7101807e-29,1.7771233e-25,-0.30751166
19,0.4481948,0.0006552459,-5.250874e-06,2.787606e-28,5.6767327e-30,-1.2340867e-22,-0.06325956,0.06397833,4.2699958e-19,3.500572e-05,-0.002559211,0.30616415,0.009700478,2.1286846e-31,-6.3300754e-11,0.5075922,0.00080049597,-7.264241e-30,1.394828e-22,1.1826558e-29,8.4093337e-19,-9.872234e-05,2.958392e-08,-2.9758732e-29,-0.11217626,-1.4577151e-06,0.0017228271,-0.010309118,0.3619874,-2.7071937e-29,7.279307e-26,0.33007908
