x,y,z
-22.504148,5.4977255,0.7156571
-15.011022,-7.207951,0.61084425
5.6913204,5.615506,-6.065644
19.386244,5.7752037,-1.1212384
21.684717,2.1803212,-3.3684447
11.755445,-7.6331406,1.4245064
-10.348228,7.871258,4.1040416
6.768039,2.8443925,-7.827492
-9.0367985,9.572603,-1.4342659
13.484848,-1.202897,7.0116005
4.0672503,8.807646,-1.663556
13.424639,-1.32749,7.6194234
-8.948399,9.681622,0.17934248
-4.1665416,-3.6280537,-6.4624057
-16.552843,-6.807237,-2.6241965
-22.504896,5.5390615,0.7528734
-22.29415,4.912038,0.06397181
-9.579272,9.504111,0.59268445
19.347237,5.81891,-1.0696387
5.7583637,5.457217,-6.2101808
3.3276935,9.067352,1.0065062
0.8336532,1.0280693,9.939778
12.815788,-4.3020062,5.633482
21.133957,3.1979089,-2.979741
22.10383,1.2528473,-3.5819716
21.335663,2.8340611,-3.1338153
20.614473,4.0709324,-2.5150163
17.65179,6.8725066,1.5078235
15.851527,5.7559576,4.786504
19.494091,5.6502557,-1.2573494
18.49459,6.582256,0.13010758
24.296268,-4.5666842,-4.1395626
15.398785,5.0170054,5.5699735
10.613645,-7.6153016,-3.2703986
-13.8916235,-5.7846155,3.6878195
-13.225617,-3.867444,5.5458007
-10.5265665,7.6120462,4.557332
14.565155,2.9534204,6.7522945
24.554565,-5.477878,-4.050849
24.025002,-3.7913685,-4.102114
14.051145,1.1528329,7.125435
-9.174996,9.601146,-0.900446
-20.900402,1.0389854,-3.728744
-10.560871,8.068387,4.1887164
-17.829605,-5.2774158,-4.273631
12.263437,-6.432428,3.6200316
-0.8544814,-8.421637,6.044647
12.54852,-5.738913,5.0540137
-0.66035235,-8.32198,7.381384
-15.526903,-7.5633497,-0.7435122
-22.581842,5.7770143,1.1454561
-22.469534,5.4145193,0.6266853
-12.581129,-1.3588196,6.836695
0.21902144,-2.569451,9.9984255
10.181422,-6.8255215,-4.8498125
-1.8754629,-9.9420395,0.20172127
1.6810776,5.199234,7.424683
16.860981,6.6220374,2.9293625
18.47595,6.5944347,0.15781815
19.493113,5.6514306,-1.2561216
16.283197,6.239405,3.9980876
